Customer,Default,card_class,Gender,Education,Marital_Status,Age,Credit_Limit,Jun_Status,May_Status,Apr_Status,Mar_Status,Feb_Status,Jan_Status,Jun_Bill,May_Bill,Apr_Bill,Mar_Bill,Feb_Bill,Jan_Bill,Jun_Payment,May_Payment,Apr_Payment,Mar_Payment,Feb_Payment,Jan_Payment,Jun_PayPercent,May_PayPercent,Apr_PayPercent,Mar_PayPercent,Feb_PayPercent,Jan_PayPercent
18617,0,1,2,3,2,25,1700,0,0,0,0,0,0,1157.02,1188.89,1425.25,515.26,481.06,582.87,68.4,342.1,171.03,343.09,342.03,342.17,0.0591,0.2877,0.12,0.6659,0.711,0.587
26067,0,2,2,5,2,30,6200,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
5236,0,1,2,2,2,21,700,1,3,2,2,-1,-1,718.3,692.89,331.26,0,235.43,0,1.33,0,171,470.22,0,0,0.0019,0,0.5162,1,0,1
15346,0,3,2,1,1,38,17100,-1,0,-1,0,0,0,185.02,94.39,1260.65,793.44,1171.52,634.55,92.34,1260.65,342,685.88,34.2,192.27,0.4991,1,0.2713,0.8644,0.0292,0.303
11992,0,1,1,1,1,,1700,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,6.84,1,1,1,1,1,1
29668,0,2,1,2,2,38,3800,3,2,2,0,0,0,2684.02,2756.66,2678.75,1535.24,1415.67,1461.26,136.8,0,68.4,51.3,68.4,68.4,0.051,0,0.0255,0.0334,0.0483,0.0468
27559,0,2,1,1,1,63,6200,0,0,0,0,0,0,5401.27,5364.17,4465.56,4119.87,3732.21,3839.74,239.4,188.1,144.26,153.9,171,136.8,0.0443,0.0351,0.0323,0.0374,0.0458,0.0356
19696,0,2,2,3,1,49,6200,0,0,0,0,0,0,3151.19,3164.08,3242.43,3048.49,3031.39,2905.84,133.11,171.07,107.83,171,103.87,109.44,0.0422,0.0541,0.0333,0.0561,0.0343,0.0377
27715,0,2,2,2,2,23,4400,0,0,0,0,0,0,1536.61,1391.53,1398.1,1294.5,1293.31,1362.84,205.2,205.2,136.8,342,171,273.67,0.1335,0.1475,0.0978,0.2642,0.1322,0.2008
17739,0,1,2,3,1,59,1700,1,-2,-2,-2,-2,-2,-21.85,-21.85,-61.56,0,0,0,0,30.78,61.56,0,0,0,1,1,1,1,1,1
22436,0,3,2,1,2,38,12300,0,0,0,2,0,0,8717.58,8891.11,9181.3,9291.83,9481.13,9685.78,318.06,485.64,314.64,342,355.78,406.98,0.0365,0.0546,0.0343,0.0368,0.0375,0.042
24722,0,3,1,2,0,38,12300,-1,-1,-1,-2,-2,-2,6.02,8.62,0,0,0,0,8.62,0,0,0,0,0,1,0,1,1,1,1
26073,0,3,2,3,2,31,13700,1,2,0,0,0,0,2715.58,1892.63,2130.76,2186.34,1808.56,1654.84,0.1,342,342.79,684,171,684,0,0.1807,0.1609,0.3129,0.0946,0.4133
6587,0,3,1,3,1,42,12300,-1,-1,-1,0,-1,-1,888.79,62.07,774.56,664.61,571.41,822.41,62.07,775.45,3.25,574.22,830.48,594.64,0.0698,1,0.0042,0.864,1,0.723
16246,0,1,,,2,,700,0,0,0,-1,-1,-1,107.22,90.39,83.93,76.95,78.52,147.57,68.4,78.52,78.52,80.1,147.57,95.62,0.6379,0.8687,0.9355,1,1,0.648
9931,0,1,2,2,1,36,1700,-2,-2,-2,-2,-1,-1,118.91,65.29,59.03,33.89,197.57,204.11,65.29,59.03,33.89,197.74,204.11,69.94,0.5491,0.9041,0.5741,1,1,0.3427
4093,0,1,1,2,2,33,1700,2,0,0,2,2,2,1052.44,1138.01,1413.45,184.41,195.69,153.93,136.8,307.8,0,34.2,0,34.2,0.13,0.2705,0,0.1855,0,0.2222
23400,0,2,2,3,2,35,8200,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
18616,0,2,2,2,2,26,7200,0,0,0,2,0,0,3691.82,3677.36,3726.81,3283.58,2997.42,2807.03,184.92,312.76,0.41,102.74,102.6,149.45,0.0501,0.0851,0.0001,0.0313,0.0342,0.0532
11921,0,2,2,3,1,49,4400,1,-1,2,0,0,0,0,347.2,336.53,399.15,407.46,415.7,347.2,0,68.4,14.74,14.98,8.34,1,0,0.2033,0.0369,0.0368,0.0201
17612,0,2,2,,1,,5800,0,0,0,0,0,0,5369.16,5454.28,5537.7,5672.51,4378.9,4477.84,273.6,222.3,239.4,171,171,171,0.051,0.0408,0.0432,0.0301,0.0391,0.0382
13485,0,1,1,3,1,31,1000,2,-1,-1,-1,-1,-1,13.34,13.34,13.34,0,26.68,0,13.34,13.34,0,26.68,0,0,1,1,0,1,0,1
29475,0,2,1,1,2,31,4800,0,0,0,0,0,0,4378.83,3647.67,1569.34,4702.06,3816.79,3815.08,142.96,95.76,3420.17,129.96,136.46,146.55,0.0326,0.0263,1,0.0276,0.0358,0.0384
1929,0,1,1,2,2,35,1700,0,0,0,0,0,0,633.04,664.1,721.52,744.16,766.8,788.69,51.3,68.4,34.2,34.2,34.2,41.14,0.081,0.103,0.0474,0.046,0.0446,0.0522
21460,0,3,,,1,,11300,-1,-1,-1,-1,0,0,242.75,166.31,30.99,1585.27,74.39,1054.18,167.07,30.99,1600.18,0.34,1054.18,214.4,0.6882,0.1863,1,0.0002,1,0.2034
23643,0,2,2,1,2,35,9600,-1,-1,-1,-1,-1,-1,222.09,982.33,322.57,118.74,118.74,350.11,982.33,322.57,118.74,118.74,350.11,414.81,1,0.3284,0.3681,1,1,1
16737,0,2,,,1,,6800,-2,-2,-2,-2,-2,-2,236.87,59.75,21.96,0,0,0,59.75,21.96,0,0,0,17.1,0.2522,0.3675,0,1,1,1
640,0,2,1,2,2,31,5800,0,0,0,0,0,0,1927.65,1988.11,2023.65,1911.37,1835.58,1759.97,102.6,102.6,68.4,102.6,102.6,102.6,0.0532,0.0516,0.0338,0.0537,0.0559,0.0583
3145,0,2,2,3,1,40,3100,-1,-1,-1,-1,-1,-1,122.06,250.31,260.19,58.82,1539,0,252.57,260.19,58.82,1539,513,52.77,1,1,0.2261,1,0.3333,1
11679,0,2,,,1,,4800,0,0,0,0,0,0,3694.56,3578.21,3467.06,2764.73,2580.8,2597.73,133,150.89,102.6,102.6,102.6,136.8,0.036,0.0422,0.0296,0.0371,0.0398,0.0527
9592,0,1,2,3,1,36,1700,0,0,0,0,0,0,1583.84,1627.2,1638.08,966.59,292.34,304.59,68.88,45.55,23.87,10.6,17.1,11.29,0.0435,0.028,0.0146,0.011,0.0585,0.0371
4930,0,2,2,1,2,30,5800,-1,-1,-1,0,0,0,287.42,575.76,75.24,256.84,427.84,674.42,575.76,75.24,188.44,171,277.02,0,1,0.1307,1,0.6658,0.6475,0
29868,0,3,1,1,2,29,11600,-1,0,0,0,0,0,1534.04,11342.12,11331.62,9803.77,9011.87,9174.36,10261.33,451.92,410.57,444.77,342.38,410.57,1,0.0398,0.0362,0.0454,0.038,0.0448
2694,0,2,2,2,1,22,3400,0,0,0,0,0,0,3399.99,3471.54,3403.28,3413.6,3276.91,3313.43,157.32,118.95,118.37,118.37,125.99,120.04,0.0463,0.0343,0.0348,0.0347,0.0384,0.0362
3509,0,2,2,1,2,33,7200,-1,2,2,-1,-1,-1,33.17,77.74,44.56,184.17,62.04,0,44.56,0.1,184.24,62.04,0,0,1,0.0013,1,0.3369,0,1
29317,0,2,1,3,2,27,2700,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
12408,0,2,2,1,1,33,9200,0,0,0,-2,-1,0,773.06,920.19,0,0,152.12,193.81,171,0,0,152.12,44.46,83.55,0.2212,0,1,1,0.2923,0.4311
15100,0,2,1,1,2,33,8600,-2,-2,-2,-2,-2,-2,171.58,768.44,-0.99,-0.99,-0.99,-0.99,772.27,0,0,0,0,199.08,1,0,1,1,1,1
16448,0,1,2,3,1,55,700,0,0,0,0,0,0,122.44,162.48,198.8,241.18,266.04,290.53,42.34,44.46,51.3,34.2,34.2,85.5,0.3458,0.2736,0.258,0.1418,0.1286,0.2943
10518,0,2,2,3,1,37,9600,-1,-1,2,-1,-1,-1,157.01,1328.81,522.82,485.67,893.75,154.04,1333.08,0.55,485.67,893.75,154.04,367.58,1,0.0004,0.9289,1,0.1724,1
6754,0,1,2,2,1,44,700,8,7,6,5,4,3,579.42,571.86,553.8,562.42,534.34,516.28,0,0,26.68,0,0,0,0,0,0.0482,0,0,0
25371,0,2,2,1,2,27,6800,0,0,0,0,0,0,296.38,333.01,547.64,982.22,807.36,825.42,41.86,222.3,513,123.36,23.39,171,0.1412,0.6675,0.9367,0.1256,0.029,0.2072
19494,0,2,2,3,2,36,4400,-1,-1,-1,-1,-1,-1,59.44,59.44,59.44,59.44,59.44,59.44,59.44,59.44,59.44,59.44,59.44,66.28,1,1,1,1,1,1
14233,0,2,1,,2,,2700,-1,0,0,0,-1,-1,510.91,494.43,79.07,39.54,39.54,50.24,34.2,68.4,0,39.54,50.24,0,0.0669,0.1383,0,1,1,0
1598,0,2,2,1,2,29,3800,0,0,2,0,0,0,3666.07,3742.95,3646.99,3647.94,3160.66,3102.97,268.3,136.8,136.8,119.7,324.9,328.32,0.0732,0.0365,0.0375,0.0328,0.1028,0.1058
15635,0,2,2,1,1,38,6800,-2,-2,-2,-2,-2,-2,192.38,414.68,454.86,117.99,474.7,176.03,414.68,458.83,117.99,474.7,176.03,35.91,1,1,0.2594,1,0.3708,0.204
28030,0,1,,,1,,1700,-2,-1,0,0,0,0,1733.26,1732.4,1734.28,1727.2,1372.79,-730.65,1734.01,69.53,60.74,68.4,991.8,2048.61,1,0.0401,0.035,0.0396,0.7225,1
7078,0,2,1,1,1,40,4400,0,0,0,0,0,-2,867.83,893.58,866.18,881.51,0,0,51.3,63.34,44.46,0,0,0,0.0591,0.0709,0.0513,0,1,1
27154,0,3,1,2,1,37,12300,-2,-2,-2,-2,-2,-2,11.83,312.52,-0.03,12.89,99.15,12.86,314.02,0,12.93,99.59,12.89,109.71,1,0,1,1,0.13,1
3235,0,2,2,2,1,33,6800,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
19454,0,2,2,1,1,,5500,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,48.02,1,1,1,1,1,1
5663,0,2,,,1,,6800,-1,-1,-1,-1,0,0,265.73,111.7,6.84,541.9,541.9,-1.33,199.93,6.84,541.9,0,0,0,0.7524,0.0612,1,0,0,1
3469,0,2,2,3,1,53,3400,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
876,0,1,2,2,1,25,1000,0,0,0,0,0,2,1046.73,1011.6,1035.95,1047.07,1041.6,1019.78,61.56,51.71,43.06,85.5,0,34.2,0.0588,0.0511,0.0416,0.0817,0,0.0335
16415,0,1,2,2,1,41,1000,0,0,0,0,0,0,1359.28,936.84,921.62,936.36,778.63,161.46,52.05,61.56,41.79,51.3,34.2,0,0.0383,0.0657,0.0453,0.0548,0.0439,0
29722,0,2,1,2,1,35,7900,0,0,0,0,0,0,5960.17,6048.37,6177.85,6160,6146.32,4244.8,239.54,342,171,0,171,6484.32,0.0402,0.0565,0.0277,0,0.0278,1
29776,0,2,1,1,2,35,7200,-1,2,2,-2,-2,-2,52.22,46.17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
29100,0,1,2,2,1,50,1700,0,0,0,0,0,0,1678.13,1639.79,1685.82,1434.38,1355.79,1343.14,63.2,75.03,63,52.8,47.74,48.56,0.0377,0.0458,0.0374,0.0368,0.0352,0.0362
3810,0,2,2,1,2,40,2700,0,0,0,0,0,0,938.17,954.25,972.89,804.97,260.36,114.78,62.69,47.13,45.42,6.67,9.2,1.92,0.0668,0.0494,0.0467,0.0083,0.0353,0.0167
2498,0,2,2,,2,,7200,-2,-2,-1,-1,-2,-2,10.81,10.67,80.99,10.81,10.81,10.81,10.67,81.26,10.81,10.81,10.81,294.5,0.987,1,0.1335,1,1,1
4119,0,1,1,,2,,1700,0,0,2,0,0,0,581.5,620.97,591.69,563.82,604.69,609.62,102.6,34.2,34.2,68.4,34.2,68.4,0.1764,0.0551,0.0578,0.1213,0.0566,0.1122
16858,0,1,1,1,2,36,1700,0,0,0,0,0,0,1701.45,1670.81,1637.91,1690.81,1663.15,1681.27,71.82,68.4,85.5,82.52,68.4,67.96,0.0422,0.0409,0.0522,0.0488,0.0411,0.0404
2159,0,2,2,2,1,38,2700,0,0,0,0,0,0,2538.87,2158.7,1843.28,1856.79,1895.71,1949.78,72.68,68.4,68.4,68.74,85.5,45.69,0.0286,0.0317,0.0371,0.037,0.0451,0.0234
15640,0,2,2,2,1,,9200,2,0,0,0,0,0,9450.79,9033.62,9253.6,9424.15,8337.69,8587.55,376.2,410.4,376.2,297.54,378.83,1162.8,0.0398,0.0454,0.0407,0.0316,0.0454,0.1354
14790,0,1,1,2,3,41,1700,-1,-1,0,0,0,0,26.68,433.21,229.58,220.66,211.63,138.44,433.21,36.08,6.29,6.22,5.23,3.42,1,0.0833,0.0274,0.0282,0.0247,0.0247
19216,0,2,2,1,2,27,2100,0,0,0,0,0,0,810.2,766.52,595.05,566.11,487.66,483.38,43.88,54.17,41.62,16.96,22.64,16.72,0.0542,0.0707,0.0699,0.03,0.0464,0.0346
352,0,2,1,1,1,36,6800,1,-2,-1,-1,-2,-1,-492,-463.17,117.37,-125.99,0,47.4,346.04,1607.91,0,136.8,3420,342,1,1,0,1,1,1
8142,0,1,2,2,2,28,1000,-1,-1,-2,-1,-1,-1,194.53,-12.93,-12.93,31.46,186.32,0,0,0,44.39,186.32,0,342,0,1,1,1,0,1
9208,0,2,2,3,1,36,8200,-1,-1,-1,-2,-2,-2,274.28,24.52,0,0,0,0,24.76,0,0,0,0,222.85,0.0903,0,1,1,1,1
9455,0,1,1,2,2,26,1700,0,0,0,0,0,0,1613.18,1648.34,1632.64,1630.52,1596.93,1635,61.7,59.71,57.49,57.97,64.64,136.97,0.0382,0.0362,0.0352,0.0356,0.0405,0.0838
22399,0,3,2,1,2,27,13000,-1,0,0,0,0,0,4091.28,1264.2,1126.27,1277.99,1215.57,1257.06,111.15,212.04,171,52.77,60.74,50.72,0.0272,0.1677,0.1518,0.0413,0.05,0.0403
16963,0,2,1,1,1,65,8200,0,0,0,0,0,0,5017,5119.98,5190.88,5211.16,4985.09,5071.04,237.01,205.2,205.2,205.2,188.1,205.2,0.0472,0.0401,0.0395,0.0394,0.0377,0.0405
11347,0,3,2,1,2,32,10600,1,-2,-1,0,0,-2,0,0,11.15,11.15,-8.04,-8.04,0,11.15,0,0,0,41.04,1,1,0,0,1,1
6854,0,2,1,3,2,34,9900,0,0,0,0,0,0,186.42,213.07,4815.43,4902.71,5000.9,5089.64,41.04,4617,177.84,188.1,188.1,184.68,0.2201,1,0.0369,0.0384,0.0376,0.0363
3083,0,2,2,1,2,29,2400,0,0,0,0,0,0,1486.4,1431.1,1384.28,1494.1,1499.94,1645.94,102.6,102.6,239.4,342,513,34.2,0.069,0.0717,0.1729,0.2289,0.342,0.0208
17657,0,1,2,3,1,44,700,0,0,2,2,2,0,694.7,687.8,617.55,633.93,394.39,665.19,103.63,0,74.39,0,342,31.84,0.1492,0,0.1205,0,0.8672,0.0479
24712,0,2,1,3,1,41,6200,2,0,0,0,2,0,3823.08,3964.5,4016.04,3562.03,3425.06,3357.24,205.2,171,307.8,0,171,243.85,0.0537,0.0431,0.0766,0,0.0499,0.0726
24421,0,3,1,2,1,38,17100,-1,-1,-1,-1,0,-1,211.29,28.22,72.57,1168.24,114.23,846.52,28.35,72.95,1173.5,0.58,850.73,28.69,0.1342,1,1,0.0005,1,0.0339
22383,0,2,2,2,1,34,4800,0,0,0,0,0,0,1638.93,1707.61,1777.72,1867.53,1888.52,1933.22,92.68,94.39,115.8,68.4,71.2,68.4,0.0565,0.0553,0.0651,0.0366,0.0377,0.0354
26653,0,1,1,1,2,24,1700,0,0,0,0,0,0,1643.69,1607.5,446.75,862.66,485.54,474.42,68.4,68.4,68.4,68.4,68.4,68.4,0.0416,0.0426,0.1531,0.0793,0.1409,0.1442
20561,0,3,1,2,2,28,10900,0,0,0,0,0,0,1586.37,1622.41,1670.94,1740.54,1790.44,1829.02,68.4,68.4,102.6,102.6,57.01,69.05,0.0431,0.0422,0.0614,0.0589,0.0318,0.0378
28714,0,2,2,1,2,37,6800,-1,-1,-1,-1,-1,-1,15.53,68.91,123.22,552.6,0,28.59,85.5,126.54,554.04,0,28.59,54.34,1,1,1,0,1,1
27932,0,2,2,1,2,29,6500,0,0,0,0,0,0,960.88,1002.81,1030.92,1068.51,1118.99,1147.07,68.4,54.72,54.72,68.4,51.3,44.46,0.0712,0.0546,0.0531,0.064,0.0458,0.0388
4207,0,2,2,2,1,37,3100,-1,-1,-1,-1,-1,-1,86.25,0,43.13,43.13,43.13,43.13,0,43.13,43.13,43.13,43.13,13.34,0,1,1,1,1,0.3093
21862,0,1,,,2,,1400,0,0,0,-1,0,0,1147.85,702.43,80.71,1321.45,304.35,0,41.18,34.2,1321.45,6.09,0,0,0.0359,0.0487,1,0.0046,0,1
19275,0,2,2,1,2,32,6200,1,-2,-2,-1,-1,-2,-0.34,-0.34,-0.34,193.23,-0.34,-0.34,0,0,193.57,0,0,0,1,1,1,0,1,1
7564,0,3,1,2,1,48,11600,0,0,0,0,0,0,2518.04,2566.78,2599.95,2612.95,2577.18,2607.31,132.35,130.61,96.55,98.36,97.57,97.91,0.0526,0.0509,0.0371,0.0376,0.0379,0.0376
28452,0,2,2,2,2,35,5800,0,0,0,0,0,0,4146.1,4247.91,4039.4,3166.65,3287.1,3407.28,171,171,342,171,171,171,0.0412,0.0403,0.0847,0.054,0.052,0.0502
10992,0,1,2,2,1,63,700,-1,2,2,0,-1,-1,29.34,79,58.69,31.77,33.45,0,58.69,0,0,33.45,0,0,1,0,0,1,0,1
19524,0,2,2,,2,,4100,0,0,0,0,0,0,1492.11,1947.11,1871.56,1108.08,314.88,199.32,855,1539,176.16,68.4,171,311.73,0.573,0.7904,0.0941,0.0617,0.5431,1
27787,0,1,2,1,2,25,1700,0,0,0,0,0,0,1046.08,1041.05,1038.55,1047.24,1031.13,1034.41,61.56,64.98,61.56,51.3,49.59,51.3,0.0588,0.0624,0.0593,0.049,0.0481,0.0496
26591,0,2,1,2,2,34,3100,0,0,0,0,0,0,2950.61,3004.4,3011.82,3079.09,1737.43,1738.08,136.94,136.8,136.9,68.4,68.4,68.4,0.0464,0.0455,0.0455,0.0222,0.0394,0.0394
18750,0,2,2,2,2,26,6800,0,0,0,0,0,0,777.61,416.18,490.02,554.79,339.09,383.93,102.6,205.2,102.6,68.5,106.05,18.13,0.1319,0.4931,0.2094,0.1235,0.3127,0.0472
5222,0,1,2,2,1,24,1700,0,0,0,0,0,0,1673.34,1116.49,1074.84,850.9,892.55,919.5,68.4,119.87,68.4,273.6,136.8,124.83,0.0409,0.1074,0.0636,0.3215,0.1533,0.1358
2709,0,2,,,2,,6800,0,0,0,0,0,0,574.94,728.12,691.08,815.94,1136.67,1140.13,171.79,137.04,171.03,342.68,173.5,173.19,0.2988,0.1882,0.2475,0.42,0.1526,0.1519
2153,0,2,1,2,2,51,2400,0,0,0,0,0,0,2321.5,2279.7,2000.22,997.65,606.2,605.1,103.56,109.41,43.33,21.96,22.26,56.94,0.0446,0.048,0.0217,0.022,0.0367,0.0941
7429,0,2,2,1,2,32,4400,0,0,0,0,0,0,4311.94,4415.36,4471.48,4355.16,4371.07,4103.18,239.4,273.6,171,153.9,153.9,171,0.0555,0.062,0.0382,0.0353,0.0352,0.0417
9375,0,1,,,2,,1700,0,0,0,0,0,0,1660.96,1637.94,1667.59,785.47,1357.3,812.42,68.4,79.1,27.8,29.93,34.47,23.77,0.0412,0.0483,0.0167,0.0381,0.0254,0.0293
6761,0,2,2,2,2,26,2400,0,0,0,0,0,-1,1733.26,1752.96,1620.87,269.46,-66.35,942.04,68.4,51.3,0,0,1026,22.44,0.0395,0.0293,0,0,1,0.0238
27232,0,3,,,1,,13000,-1,-1,-1,-1,0,-1,604.31,348.12,404.38,820.49,476.88,716.9,349.97,472.85,823.23,139.02,720.29,974.15,0.5791,1,1,0.1694,1,1
21826,0,2,2,3,2,26,3100,0,0,0,0,0,0,3131.49,1477.47,1443.89,60.5,77.6,111.8,102.6,102.6,34.2,17.1,34.2,2958.3,0.0328,0.0694,0.0237,0.2826,0.4407,1
16053,0,1,2,,1,,1000,2,2,2,2,2,0,981.37,1019.98,994.06,1068.27,1019.81,1027.98,64.98,0,102.6,0,51.3,68.4,0.0662,0,0.1032,0,0.0503,0.0665
26959,0,2,1,3,1,41,6500,0,0,0,0,0,0,1040.54,1074.53,1109.79,1144.26,1166.97,1191.29,50.17,51.23,51.51,40.01,41.35,41.55,0.0482,0.0477,0.0464,0.035,0.0354,0.0349
16820,0,2,1,2,1,35,7900,0,0,-1,-1,-1,0,1053.29,985.17,82.94,82.94,131.67,82.94,34.2,82.94,82.94,131.67,34.2,521.34,0.0325,0.0842,1,1,0.2597,1
16753,0,2,1,2,1,49,4800,0,0,0,0,0,0,1224.87,1258.56,1277.16,1297.31,1317.45,1317.35,54.38,65.87,65.36,51.3,52.7,53.32,0.0444,0.0523,0.0512,0.0395,0.04,0.0405
4699,0,2,2,1,1,35,5500,-1,-1,-2,-2,-2,-2,97.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
29007,0,2,2,1,2,34,5100,1,-1,-1,-2,-2,-2,0,1.81,0,0,0,0,1.81,0,0,0,0,0,1,0,1,1,1,1
24329,0,3,1,2,1,48,11300,-2,-2,-2,-2,-2,-2,206.94,285.43,306.16,93.43,93.43,93.43,286.84,307.66,93.88,93.88,93.88,93.5,1,1,0.3066,1,1,1
25691,0,1,2,2,2,43,1700,0,0,0,0,0,0,1472.34,1495.53,923.67,968.68,275.1,287.76,51.3,51.3,61.56,17.1,17.1,17.1,0.0348,0.0343,0.0666,0.0177,0.0622,0.0594
10774,0,1,1,2,2,22,1700,-1,0,0,2,0,0,194.8,229.93,294.77,285.02,291.04,298.5,43.67,74.32,0,15.7,17.54,5.51,0.2242,0.3232,0,0.0551,0.0603,0.0185
22522,0,3,2,2,2,35,10300,0,0,-1,-1,0,-1,1673.27,772.24,10.26,174.66,174.66,103.56,34.41,11.97,174.66,0,103.56,2.05,0.0206,0.0155,1,0,0.5929,0.0198
29135,0,2,2,5,1,50,6800,-2,-2,-2,-2,-2,-2,0,64.36,44.87,0,0,0,64.36,45.32,0,0,0,0,1,0.7042,0,1,1,1
18840,0,2,2,1,2,27,5100,-1,-1,-1,-1,-2,-1,11.83,724.73,45.79,0,0,300.17,731.16,45.79,0,0,300.17,324.73,1,0.0632,0,1,1,1
3776,0,2,1,2,2,,7900,0,0,0,0,0,0,5190.81,5231.44,5375.83,5420.36,5521.8,5631.95,190.02,246.24,199.04,208.62,222.3,174.42,0.0366,0.0471,0.037,0.0385,0.0403,0.031
16573,0,2,,,2,,3400,0,0,0,0,0,0,2483.26,2482.78,2542.12,2581.79,2675.94,2649.75,119.7,119.7,102.6,136.8,102.6,102.6,0.0482,0.0482,0.0404,0.053,0.0383,0.0387
18863,0,1,2,1,2,27,1700,1,-1,-1,-1,0,0,0,1539,34.2,166.69,183.79,200.89,1539,34.2,166.69,17.1,17.1,0,1,0.0222,1,0.1026,0.093,0
25381,0,2,2,2,1,27,3100,0,0,0,0,0,0,3124.75,2205.28,1095.67,498.94,350.11,344.26,72.54,46.41,35.47,8.31,8.34,7.73,0.0232,0.021,0.0324,0.0167,0.0238,0.0225
4651,0,2,2,2,1,50,4400,-1,-1,-1,-1,-1,-1,51.44,35.12,74.28,28.59,28.59,0,35.12,74.28,28.59,28.59,0,85.77,0.6827,1,0.3849,1,0,1
3156,0,3,2,1,1,38,10300,-1,-1,-1,-2,-2,-2,34.47,7.8,0,0,0,0,7.8,0,0,30.37,0,0,0.2263,0,1,1,1,1
23764,0,1,2,1,2,52,1700,-1,0,0,0,0,-1,977.91,1131.34,999.77,798.23,-10.26,1061.26,171,102.6,34.2,0,1071.52,0,0.1749,0.0907,0.0342,0,1,0
18499,0,2,2,2,2,26,3100,0,0,0,0,0,0,2409.63,2205.18,1076.27,991.66,891.49,796.59,97.47,64.98,58.14,34.2,34.2,41.04,0.0405,0.0295,0.054,0.0345,0.0384,0.0515
23879,0,2,1,2,2,25,2100,0,0,0,0,0,0,534,555.1,583.93,604.79,684.1,719.57,43.33,51.3,44.15,102.6,68.4,13.34,0.0811,0.0924,0.0756,0.1696,0.1,0.0185
15724,0,2,1,5,1,40,5800,0,0,0,0,0,-2,2362.26,5261.23,4932.5,3829.82,0,0,3435.97,1719.2,121.99,0,0,0,1,0.3268,0.0247,0,1,1
23529,0,3,2,1,2,36,15400,1,-2,-1,-1,-1,-2,202.09,32.97,20.96,61.46,23.22,363.99,33.11,21.03,62.72,23.32,365.84,1041.42,0.1638,0.6379,1,0.3794,1,1
23811,0,2,2,2,1,50,8200,-2,-2,-2,-2,-2,-2,22.71,37.14,240.8,417.51,27.02,68.71,37.14,240.8,417.51,37.93,68.71,36.83,1,1,1,0.0908,1,0.536
28086,0,2,2,2,1,36,5800,-1,-1,-1,-1,-1,-1,27.8,71.14,185.54,3.93,17.27,34.61,71.31,185.54,3.93,17.27,34.61,53.35,1,1,0.0212,1,1,1
23053,0,2,2,1,2,27,4100,-1,-1,-2,-2,-2,-2,31.94,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
9727,0,2,1,2,2,30,4800,-1,-1,-1,-1,-1,-1,11.15,11.15,11.15,11.15,11.15,11.15,11.15,11.15,11.15,11.15,11.15,11.15,1,1,1,1,1,1
4974,0,2,2,1,2,30,6200,3,2,-1,0,0,0,60.94,6.57,44.15,64.67,133.86,903.36,0,44.15,20.52,69.19,769.5,1121.76,0,1,0.4648,1,1,1
14620,0,2,2,1,2,,2700,1,2,0,0,0,2,167.07,119.08,145.38,138.41,121.31,7.56,0,34.2,17.1,34.2,0,34.2,0,0.2872,0.1176,0.2471,0,1
17912,0,1,1,,1,,700,0,0,0,0,0,0,285.13,382.73,417.89,479.11,539.44,599.01,102.6,41.38,68.4,68.4,68.4,41.04,0.3598,0.1081,0.1637,0.1428,0.1268,0.0685
23431,0,2,2,2,1,37,2700,0,0,0,-1,0,-1,361.12,410.09,488.58,53.15,224.15,89.43,55.44,171,53.15,171,89.43,181.53,0.1535,0.417,0.1088,1,0.399,1
5507,0,2,1,1,2,25,2700,0,0,0,0,0,0,1075.35,901.44,685.71,371.07,143.78,0,61.56,55.44,0,0,0,0,0.0572,0.0615,0,0,0,1
26565,0,2,2,3,1,55,6800,2,2,3,2,2,2,5438.38,5564.24,5579.49,5537.19,5670.6,5800.29,313.24,165.6,102.6,273.6,239.4,102.6,0.0576,0.0298,0.0184,0.0494,0.0422,0.0177
19192,0,1,2,,1,,1700,0,0,0,-1,0,0,704.73,641.25,0,1070.05,934.86,1047.41,68.4,0,3249,34.2,126.54,0.55,0.0971,0,1,0.032,0.1354,0.0005
3692,0,3,1,1,2,39,17100,-2,-2,-2,-2,-2,-2,414.03,429.52,649.56,1716.81,782.46,549.59,456.6,649.7,1741.91,843.1,617.65,113.07,1,1,1,0.4911,0.7894,0.2057
25088,0,3,1,1,1,53,18800,0,0,0,0,0,0,6888.46,7025.71,7172.42,7319.83,7458.88,7191.03,243.16,251.47,257.66,252.57,248.05,513,0.0353,0.0358,0.0359,0.0345,0.0333,0.0713
